source,relationship,target,source_paper_title
Educators,report,lowest usage,From experimentation to integration: Mapping AI use across European media and communication professionals
ChatGPT,dominates,AI adoption,From experimentation to integration: Mapping AI use across European media and communication professionals
Canva,used by,38% of professionals,From experimentation to integration: Mapping AI use across European media and communication professionals
DALL·E and MidJourney,used by,27% of professionals,From experimentation to integration: Mapping AI use across European media and communication professionals
accounting professionals,struggle,AI complexities,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
ChatGPT for Accounting,simplifies,AI concepts,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
ChatGPT for Accounting,offers,practical insights,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
Generative Artificial Intelligence (GAI),revolutionizes,internal control systems,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
Generative Artificial Intelligence (GAI),enhances,recruitment processes,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
Generative Artificial Intelligence (GAI),streamlines,marketing plans,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
Generative Artificial Intelligence (GAI),optimizes,tax strategies,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
Generative Artificial Intelligence (GAI),boosts,audit efficiency,ChatGPT and AI for Accountants: A practitioner’s guide to harnessing the power of GenAI to revolutionize your accounting practice
Mozilla Deep Speech,augments,video transcription,"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech"
LangChain,integrates,VectorDB,"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech"
Large Language Models (LLMs),improves,document-oriented processes,"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech"
Generative AI,transforms,video content processing,"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech"
Current technologies,struggles with,transcription tasks,"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech"
McKinsey study,indicates,economic impact,"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech"
NLP techniques and models,addresses,shortcomings of existing approaches,"Advanced Video Transcription And Summarization A Synergy of Langchain, Language Models, And VectorDB with Mozilla Deep Speech"
HEIs,adopt,management practices,"TQM, Lean, Six Sigma, and Kaizen in higher education management: a bibliometric analysis"
TQM,incorporate,philosophies and tools,"TQM, Lean, Six Sigma, and Kaizen in higher education management: a bibliometric analysis"
Lean,incorporate,philosophies and tools,"TQM, Lean, Six Sigma, and Kaizen in higher education management: a bibliometric analysis"
Six Sigma,incorporate,philosophies and tools,"TQM, Lean, Six Sigma, and Kaizen in higher education management: a bibliometric analysis"
Kaizen,incorporate,philosophies and tools,"TQM, Lean, Six Sigma, and Kaizen in higher education management: a bibliometric analysis"
HEIs,draw,scholars' attention,"TQM, Lean, Six Sigma, and Kaizen in higher education management: a bibliometric analysis"
TQM,apply,Higher Education Institutions,"TQM, Lean, Six Sigma, and Kaizen in higher education management: a bibliometric analysis"
Lean,apply,Higher Education Institutions,"TQM, Lean, Six Sigma, and Kaizen in higher education management: a bibliometric analysis"
Six Sigma,apply,Higher Education Institutions,"TQM, Lean, Six Sigma, and Kaizen in higher education management: a bibliometric analysis"
Kaizen,apply,Higher Education Institutions,"TQM, Lean, Six Sigma, and Kaizen in higher education management: a bibliometric analysis"
AI,combine,quality approaches in HEIs,"TQM, Lean, Six Sigma, and Kaizen in higher education management: a bibliometric analysis"
sustainability,link,"TQM, Lean, or Lean Six Sigma","TQM, Lean, Six Sigma, and Kaizen in higher education management: a bibliometric analysis"
advertisers,requires,AI tools,A generative AI approach to cost-effective advertisement based on synthetic images
advertisers,augments,visuals,A generative AI approach to cost-effective advertisement based on synthetic images
diffusion models,offers,personalized ads,A generative AI approach to cost-effective advertisement based on synthetic images
researchers,enhances,Anywhere-Multi-Agent framework,A generative AI approach to cost-effective advertisement based on synthetic images
researchers,replaces,RMBG segmentation module,A generative AI approach to cost-effective advertisement based on synthetic images
researchers,integrates,Segment Anything Model (SAM),A generative AI approach to cost-effective advertisement based on synthetic images
researchers,improves,generation fidelity,A generative AI approach to cost-effective advertisement based on synthetic images
researchers,explores,ControlNet conditioning strategies,A generative AI approach to cost-effective advertisement based on synthetic images
experiments,demonstrate,gains in segmentation accuracy,A generative AI approach to cost-effective advertisement based on synthetic images
AI,augments,power marketing,Research on the development and application of an interactive AI-based power supply system
traditional models,no longer sufficient,real-time interaction,Research on the development and application of an interactive AI-based power supply system
AI-powered system,transforms,marketing processes,Research on the development and application of an interactive AI-based power supply system
co-innovation strategy,integrates,multimodal interaction,Research on the development and application of an interactive AI-based power supply system
advanced AI algorithms,optimizes,interaction design,Research on the development and application of an interactive AI-based power supply system
AI-based approaches,fosters,intelligent transformation,Research on the development and application of an interactive AI-based power supply system
AI,augments,marketing strategies,Artificial intelligence and service marketing innovation
AI,improves,customer engagement,Artificial intelligence and service marketing innovation
AI,creates,predictive analytics,Artificial intelligence and service marketing innovation
chatbots,enhances,customer satisfaction,Artificial intelligence and service marketing innovation
automation,streamlines,marketing workflows,Artificial intelligence and service marketing innovation
AI,requires,informed decisions,Artificial intelligence and service marketing innovation
AI,threatens,job displacement,Artificial intelligence and service marketing innovation
AI,improves,operational workflows,AI-driven service marketing: Transforming customer experience and operational efficiency
AI,cuts,expenses,AI-driven service marketing: Transforming customer experience and operational efficiency
AI,raises,output,AI-driven service marketing: Transforming customer experience and operational efficiency
AI,requires,human intervention,AI-driven service marketing: Transforming customer experience and operational efficiency
AI,facilitates,sustained growth,AI-driven service marketing: Transforming customer experience and operational efficiency
marketers,harnesses,AI power,Using AI in marketing: An introduction
marketing professionals,augments,team workflow,Using AI in marketing: An introduction
generative AI,enhances,marketing function,Using AI in marketing: An introduction
marketers,requires,data analysis optimization,Using AI in marketing: An introduction
AI tools,augments,customer journey personalization,Using AI in marketing: An introduction
Gen AI,augments,patient care,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,personalizes,treatment options,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,trains,healthcare professionals,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,advances,medical research,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,supports,customized treatment plans,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,generates,synthetic data,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,analyses,medical images,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,manages,nursing workflow,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,predicts,risk,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,prepares,pandemic,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,manages,population health,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,automates,administrative tasks,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,reduces,clinician burnout,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,enhances,surgical outcomes,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,provides,real-time feedback,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,generates,synthetic data for model training,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,enhances,research capabilities,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,improves,predictive accuracy,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,improves,medical education,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,enhances,public relations,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,manages,revenue cycle,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
Gen AI,drives,efficiencies in healthcare delivery,Generative Artificial Intelligence Use in Healthcare: Opportunities for Clinical Excellence and Administrative Efficiency
LLM,augments,Agents,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
Radiomics,integrates,Deep Learning,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
OLMap,inspires,Few-Shot Learning,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
Digital Economy,requires,Strategic Management,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
Bio-inspired Model,models,Oculomotor Circuit,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
Cognitive System,designs,Synergetic Approach,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
Robot Mental Model,renders,Physical Environment,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
LLM,integrates,Cognitive Architecture,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
VR Headset,recognizes,Emotions,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
Genetic Code,uses,Strong AI,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
Distributed AI Architectures,compares,GPT-4o Monoliths,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
AI Coaching,improves,Cybersecurity Decision-Making,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
Adaptive Network Model,analyses,Government Surveillance,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
Fuzzy Feature Vector Index,retrieves,Fabric Images,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
Cognitive Science Evidence,represents,Task-Set Model,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
DNA-Based Framework,inspires,Cell Division Model,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
Cascade Cyber Risk Management,manages,Password Spray Attacks,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
AI Coaching,analyses,Threat Identification,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
Blockchain,transforms,Digital Marketing,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
Reinforcement Learning,models,Placebo Effect,"16th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2025"
AI,augments,image editing,ImageMends: AI-Powered Product Image Optimization Frameworks
SAM,enhances,image optimization workflows,ImageMends: AI-Powered Product Image Optimization Frameworks
GAN-based inpainting,addresses,boundary accuracy,ImageMends: AI-Powered Product Image Optimization Frameworks
hybrid deep learning models,offers,context-aware editing,ImageMends: AI-Powered Product Image Optimization Frameworks
prompt-based segmentation frameworks,improves,scalability,ImageMends: AI-Powered Product Image Optimization Frameworks
SAM's boundary preservation techniques,preserves,boundaries,ImageMends: AI-Powered Product Image Optimization Frameworks
ControlNet,supports,intricate texture processing,ImageMends: AI-Powered Product Image Optimization Frameworks
Gradio,democratizes,AI tools,ImageMends: AI-Powered Product Image Optimization Frameworks
hybrid frameworks,transforms,industries reliant on high-quality imagery,ImageMends: AI-Powered Product Image Optimization Frameworks
MAIA,analyses,product,AI-Driven E-commerce Traffic Engine: A Multi-agent System for Optimizing Amazon Sales
CSCA,formulates,content angle,AI-Driven E-commerce Traffic Engine: A Multi-agent System for Optimizing Amazon Sales
MCGA,produces,multi-modal content,AI-Driven E-commerce Traffic Engine: A Multi-agent System for Optimizing Amazon Sales
PAAA,analyzes,traffic data,AI-Driven E-commerce Traffic Engine: A Multi-agent System for Optimizing Amazon Sales
CSCA,optimizes,content strategy,AI-Driven E-commerce Traffic Engine: A Multi-agent System for Optimizing Amazon Sales
MAIA,identifies,selling points,AI-Driven E-commerce Traffic Engine: A Multi-agent System for Optimizing Amazon Sales
PAAA,calculates,ROI,AI-Driven E-commerce Traffic Engine: A Multi-agent System for Optimizing Amazon Sales
Humans,requires,AI,Automated Data Harmonization (ADH) using Artificial Intelligence (AI)
Machines,cannot match,Data Sources,Automated Data Harmonization (ADH) using Artificial Intelligence (AI)
Humans,automates,Data Harmonization,Automated Data Harmonization (ADH) using Artificial Intelligence (AI)
AI,augments,Data Mapping,Automated Data Harmonization (ADH) using Artificial Intelligence (AI)
ADH Solution,implements,Big Data Stack,Automated Data Harmonization (ADH) using Artificial Intelligence (AI)
Runtime Rules,streamlines,Business Process,Automated Data Harmonization (ADH) using Artificial Intelligence (AI)
AI,improves,Accuracy,Automated Data Harmonization (ADH) using Artificial Intelligence (AI)
ADH Solution,reduces,BAU Cycle Time,Automated Data Harmonization (ADH) using Artificial Intelligence (AI)
AI Act,introduces,regulatory framework,Practical consequences of the European union-AI act for anatomic pathology laboratories a European society of pathology and European society of digital and integrative pathology commissioned expert opinion paper
AI Act,governs,development and deployment of AI systems,Practical consequences of the European union-AI act for anatomic pathology laboratories a European society of pathology and European society of digital and integrative pathology commissioned expert opinion paper
AI Act,requires,transparency in AI tools,Practical consequences of the European union-AI act for anatomic pathology laboratories a European society of pathology and European society of digital and integrative pathology commissioned expert opinion paper
AI Act,requires,explainability in AI tools,Practical consequences of the European union-AI act for anatomic pathology laboratories a European society of pathology and European society of digital and integrative pathology commissioned expert opinion paper
AI Act,requires,risk management in AI systems,Practical consequences of the European union-AI act for anatomic pathology laboratories a European society of pathology and European society of digital and integrative pathology commissioned expert opinion paper
AI Act,requires,data governance in AI systems,Practical consequences of the European union-AI act for anatomic pathology laboratories a European society of pathology and European society of digital and integrative pathology commissioned expert opinion paper
AI Act,requires,human oversight in AI tools,Practical consequences of the European union-AI act for anatomic pathology laboratories a European society of pathology and European society of digital and integrative pathology commissioned expert opinion paper
AI Act,requires,staff training for AI integration,Practical consequences of the European union-AI act for anatomic pathology laboratories a European society of pathology and European society of digital and integrative pathology commissioned expert opinion paper
regulatory demands,relate to,existing healthcare standards,Practical consequences of the European union-AI act for anatomic pathology laboratories a European society of pathology and European society of digital and integrative pathology commissioned expert opinion paper
regulatory demands,relate to,implemented quality systems,Practical consequences of the European union-AI act for anatomic pathology laboratories a European society of pathology and European society of digital and integrative pathology commissioned expert opinion paper
XAI,augments,AI,Explainable AI and Its Usefulness in the Business World
XAI,fosters,confidence,Explainable AI and Its Usefulness in the Business World
XAI,encourages,marketing community,Explainable AI and Its Usefulness in the Business World
AI,grows,privacy concern,Explainable AI and Its Usefulness in the Business World
XAI,selects,attributes,Explainable AI and Its Usefulness in the Business World
feature selection,requires,proper rules,Explainable AI and Its Usefulness in the Business World
ERP,integrates,data,Implementing AI into ERP Software
ERP,supports,business processes,Implementing AI into ERP Software
AI,enhances,automation,Implementing AI into ERP Software
AI,requires,complexity,Implementing AI into ERP Software
organizations,develop,AI business applications,Implementing AI into ERP Software
Generative AI,augments,text processing,Generative AI in Text and Language Processing for Digital Media
Generative AI,creates,virtual media,Generative AI in Text and Language Processing for Digital Media
Generative AI,personalizes,content,Generative AI in Text and Language Processing for Digital Media
Generative AI,analyses,sentiment evaluation,Generative AI in Text and Language Processing for Digital Media
Generative AI,powers,conversational dealers,Generative AI in Text and Language Processing for Digital Media
Generative AI,enables,personalized marketing campaigns,Generative AI in Text and Language Processing for Digital Media
Generative AI,improves,performance and creativity,Generative AI in Text and Language Processing for Digital Media
AI,integrated,e-Business,Investigating the Use of AI in E-Business by the Shoprite Holdings Group
AI,reshapes,workflows,Investigating the Use of AI in E-Business by the Shoprite Holdings Group
AI,augments,marketing,Investigating the Use of AI in E-Business by the Shoprite Holdings Group
AI,improves,supply chain management,Investigating the Use of AI in E-Business by the Shoprite Holdings Group
AI,analyses,fraud detection,Investigating the Use of AI in E-Business by the Shoprite Holdings Group
AI,creates,customer interaction,Investigating the Use of AI in E-Business by the Shoprite Holdings Group
AI,automates,process automation,Investigating the Use of AI in E-Business by the Shoprite Holdings Group
AI,improves,rebranding process,THE USE OF ARTIFICIAL INTELLIGENCE IN ADAPTING PROCESS OF UI DESIGN SYSTEM FOR END CUSTOMER REQUIREMENTS; [ВИКОРИСТАННЯ ШТУЧНОГО ІНТЕЛЕКТУ В ПРОЦЕСІ АДАПТАЦІЇ СИСТЕМИ ДИЗАЙНУ ІНТЕРФЕЙСУ КОРИСТУВАЧА ДО ВИМОГ КІНЦЕВОГО КЛІЄНТА]
AI,automates,designer work results delivery,THE USE OF ARTIFICIAL INTELLIGENCE IN ADAPTING PROCESS OF UI DESIGN SYSTEM FOR END CUSTOMER REQUIREMENTS; [ВИКОРИСТАННЯ ШТУЧНОГО ІНТЕЛЕКТУ В ПРОЦЕСІ АДАПТАЦІЇ СИСТЕМИ ДИЗАЙНУ ІНТЕРФЕЙСУ КОРИСТУВАЧА ДО ВИМОГ КІНЦЕВОГО КЛІЄНТА]
AI,augments,design adaptation process,THE USE OF ARTIFICIAL INTELLIGENCE IN ADAPTING PROCESS OF UI DESIGN SYSTEM FOR END CUSTOMER REQUIREMENTS; [ВИКОРИСТАННЯ ШТУЧНОГО ІНТЕЛЕКТУ В ПРОЦЕСІ АДАПТАЦІЇ СИСТЕМИ ДИЗАЙНУ ІНТЕРФЕЙСУ КОРИСТУВАЧА ДО ВИМОГ КІНЦЕВОГО КЛІЄНТА]
AI,requires,comprehensive model training,THE USE OF ARTIFICIAL INTELLIGENCE IN ADAPTING PROCESS OF UI DESIGN SYSTEM FOR END CUSTOMER REQUIREMENTS; [ВИКОРИСТАННЯ ШТУЧНОГО ІНТЕЛЕКТУ В ПРОЦЕСІ АДАПТАЦІЇ СИСТЕМИ ДИЗАЙНУ ІНТЕРФЕЙСУ КОРИСТУВАЧА ДО ВИМОГ КІНЦЕВОГО КЛІЄНТА]
AI,creates,effective methods for improvement,THE USE OF ARTIFICIAL INTELLIGENCE IN ADAPTING PROCESS OF UI DESIGN SYSTEM FOR END CUSTOMER REQUIREMENTS; [ВИКОРИСТАННЯ ШТУЧНОГО ІНТЕЛЕКТУ В ПРОЦЕСІ АДАПТАЦІЇ СИСТЕМИ ДИЗАЙНУ ІНТЕРФЕЙСУ КОРИСТУВАЧА ДО ВИМОГ КІНЦЕВОГО КЛІЄНТА]
AI,integrates,existing design systems,THE USE OF ARTIFICIAL INTELLIGENCE IN ADAPTING PROCESS OF UI DESIGN SYSTEM FOR END CUSTOMER REQUIREMENTS; [ВИКОРИСТАННЯ ШТУЧНОГО ІНТЕЛЕКТУ В ПРОЦЕСІ АДАПТАЦІЇ СИСТЕМИ ДИЗАЙНУ ІНТЕРФЕЙСУ КОРИСТУВАЧА ДО ВИМОГ КІНЦЕВОГО КЛІЄНТА]
AI,requires,strategic implementation,Strategic AI implementation in marketing: From near-term use cases to campaign optimisation
marketing organisations,deploy,AI in three integrated layers,Strategic AI implementation in marketing: From near-term use cases to campaign optimisation
semantic data foundation,ensures,"clean, consistent data for AI",Strategic AI implementation in marketing: From near-term use cases to campaign optimisation
autonomous analytical agents,provides,deeper insights and root cause analysis,Strategic AI implementation in marketing: From near-term use cases to campaign optimisation
AI-driven campaign optimisation,enables,"adaptive, real-time execution",Strategic AI implementation in marketing: From near-term use cases to campaign optimisation
companies,achieves,double-digit boosts in sales ROI and conversion rates,Strategic AI implementation in marketing: From near-term use cases to campaign optimisation
conversational AI,increases,use in customer journeys,Strategic AI implementation in marketing: From near-term use cases to campaign optimisation
reinforcement learning,enhances,customer experiences,Strategic AI implementation in marketing: From near-term use cases to campaign optimisation
data governance,ensures,robust data management,Strategic AI implementation in marketing: From near-term use cases to campaign optimisation
ethical frameworks,supports,responsible AI adoption,Strategic AI implementation in marketing: From near-term use cases to campaign optimisation
marketers,harnesses,AI's potential for unprecedented personalisation and agility,Strategic AI implementation in marketing: From near-term use cases to campaign optimisation
AI,automates,magazine creation,AI-Based Magazine Creator and PDF Generator
NLP,augments,article generation,AI-Based Magazine Creator and PDF Generator
image generation models,creates,relevant images,AI-Based Magazine Creator and PDF Generator
AI-powered text summarization,improves,magazine articles,AI-Based Magazine Creator and PDF Generator
dynamic layout design algorithms,arranges,content and images,AI-Based Magazine Creator and PDF Generator
PDF generation module,converts,designed magazine,AI-Based Magazine Creator and PDF Generator
AI-based magazine creator,reduces,manual intervention,AI-Based Magazine Creator and PDF Generator
real-time content curation,supports,"industries (media, marketing, education)",AI-Based Magazine Creator and PDF Generator
AI-based magazine creator,offers,flexibility and customization,AI-Based Magazine Creator and PDF Generator
AI,augments,Business Process Management,"15th International Symposium on Business Modeling and Software Design, BMSD 2025"
Generative AI,improves,Entity Matching and Retrieval,"15th International Symposium on Business Modeling and Software Design, BMSD 2025"
Quantum-AI Architecture,enhances,Blockchain Consensus,"15th International Symposium on Business Modeling and Software Design, BMSD 2025"
Federated Learning,requires,Decentralized Optimization,"15th International Symposium on Business Modeling and Software Design, BMSD 2025"
Machine Learning,predicts,Critical Thinking Skills,"15th International Symposium on Business Modeling and Software Design, BMSD 2025"
AI,augments,creative capabilities,The Impact of Generative AI on Creative Professionals in Marketing: A Systematic Review and Practical Framework
AI,streamlines,automation,The Impact of Generative AI on Creative Professionals in Marketing: A Systematic Review and Practical Framework
AI,increases,productivity,The Impact of Generative AI on Creative Professionals in Marketing: A Systematic Review and Practical Framework
AI,requires,synergistic collaboration,The Impact of Generative AI on Creative Professionals in Marketing: A Systematic Review and Practical Framework
AI,threatens,job displacement,The Impact of Generative AI on Creative Professionals in Marketing: A Systematic Review and Practical Framework
AI,raises,security risks,The Impact of Generative AI on Creative Professionals in Marketing: A Systematic Review and Practical Framework
Marketers,requires,AI,Boosting and Embracing Artificial Intelligence and Machine Learning for the Future of Digital Marketing
Businesses,augments,Customer Engagement,Boosting and Embracing Artificial Intelligence and Machine Learning for the Future of Digital Marketing
Chatbots,offers,Personalized Recommendations,Boosting and Embracing Artificial Intelligence and Machine Learning for the Future of Digital Marketing
Marketers,analyses,Vast Datasets,Boosting and Embracing Artificial Intelligence and Machine Learning for the Future of Digital Marketing
AI-driven Marketing Automation,streamlines,Workflows,Boosting and Embracing Artificial Intelligence and Machine Learning for the Future of Digital Marketing
Ad Campaigns,optimizes,ROI,Boosting and Embracing Artificial Intelligence and Machine Learning for the Future of Digital Marketing
Chatbots and Virtual Assistants,handles,Customer Inquiries,Boosting and Embracing Artificial Intelligence and Machine Learning for the Future of Digital Marketing
AI,augments,marketing,Revolutionizing In-House Digital Marketing with End-to-End Marketing Automation Powered by AI and SaaS
SaaS,enables,workflows,Revolutionizing In-House Digital Marketing with End-to-End Marketing Automation Powered by AI and SaaS
AI,enhances,efficiency,Revolutionizing In-House Digital Marketing with End-to-End Marketing Automation Powered by AI and SaaS
AI,improves,ROI,Revolutionizing In-House Digital Marketing with End-to-End Marketing Automation Powered by AI and SaaS
AI,augments,content,A Comparative Analysis of Adoption Patterns and Human-AI Collaboration in Asia-Pacific Digital Art: AI-Generated Content Impact on Creative Industries
AIGC,replaces,human content,A Comparative Analysis of Adoption Patterns and Human-AI Collaboration in Asia-Pacific Digital Art: AI-Generated Content Impact on Creative Industries
sector,requires,technological capabilities,A Comparative Analysis of Adoption Patterns and Human-AI Collaboration in Asia-Pacific Digital Art: AI-Generated Content Impact on Creative Industries
sector,requires,institutional readiness,A Comparative Analysis of Adoption Patterns and Human-AI Collaboration in Asia-Pacific Digital Art: AI-Generated Content Impact on Creative Industries
AI tools,requires,human-centered design,A Comparative Analysis of Adoption Patterns and Human-AI Collaboration in Asia-Pacific Digital Art: AI-Generated Content Impact on Creative Industries
researchers,creates,AI tools,A Road Map for Translational Research on Artificial Intelligence in Medical Imaging: From the 2018 National Institutes of Health/RSNA/ACR/The Academy Workshop
clinicians,requires,structured AI use cases,A Road Map for Translational Research on Artificial Intelligence in Medical Imaging: From the 2018 National Institutes of Health/RSNA/ACR/The Academy Workshop
data sharing,encourages,generalizability,A Road Map for Translational Research on Artificial Intelligence in Medical Imaging: From the 2018 National Institutes of Health/RSNA/ACR/The Academy Workshop
validation methods,facilitates,regulatory approval,A Road Map for Translational Research on Artificial Intelligence in Medical Imaging: From the 2018 National Institutes of Health/RSNA/ACR/The Academy Workshop
industry,establishes,standards and common data elements,A Road Map for Translational Research on Artificial Intelligence in Medical Imaging: From the 2018 National Institutes of Health/RSNA/ACR/The Academy Workshop
clinicians,collaborates with,AI researchers,A Road Map for Translational Research on Artificial Intelligence in Medical Imaging: From the 2018 National Institutes of Health/RSNA/ACR/The Academy Workshop
AI,augments,web services,Web service composition
SOAs,revolutionizes,business IT,Web service composition
banks,requires,AI/ML models,Artificial Intelligence/Machine Learning Driven Decision making in Business Analytics for Financial Sector using Ensemble Machine Learning Techniques
finance sectors,can optimize,customer interactions,Artificial Intelligence/Machine Learning Driven Decision making in Business Analytics for Financial Sector using Ensemble Machine Learning Techniques
banks,can streamline,operations,Artificial Intelligence/Machine Learning Driven Decision making in Business Analytics for Financial Sector using Ensemble Machine Learning Techniques
banks,can drive down,expenses,Artificial Intelligence/Machine Learning Driven Decision making in Business Analytics for Financial Sector using Ensemble Machine Learning Techniques
AI/ML solutions,offers a distinct advantage over competitors,,Artificial Intelligence/Machine Learning Driven Decision making in Business Analytics for Financial Sector using Ensemble Machine Learning Techniques
algorithms,prove effective in classifying decision-making problems,,Artificial Intelligence/Machine Learning Driven Decision making in Business Analytics for Financial Sector using Ensemble Machine Learning Techniques
banks,can achieve sustainable growth,by embracing AI integration,Artificial Intelligence/Machine Learning Driven Decision making in Business Analytics for Financial Sector using Ensemble Machine Learning Techniques
GAI,democratizes,creative design,Co-creation with Generative Artificial Intelligence in the Development of Digital Interfaces
GAI,augments,digital marketing strategies,Co-creation with Generative Artificial Intelligence in the Development of Digital Interfaces
Midjourney,generates,visual interfaces,Co-creation with Generative Artificial Intelligence in the Development of Digital Interfaces
professionals,requires,prompt engineering,Co-creation with Generative Artificial Intelligence in the Development of Digital Interfaces
AI,proves effective in generating,initial visual solutions,Co-creation with Generative Artificial Intelligence in the Development of Digital Interfaces
machine learning,augments,customer segmentation,Fairness in Predictive Marketing: Auditing and Mitigating Demographic Bias in Machine Learning for Customer Targeting
fairness audit,requires,model explainability techniques,Fairness in Predictive Marketing: Auditing and Mitigating Demographic Bias in Machine Learning for Customer Targeting
predictive marketing models,threatens,algorithmic bias,Fairness in Predictive Marketing: Auditing and Mitigating Demographic Bias in Machine Learning for Customer Targeting
logistic regression classifiers,augments,customer subscription behavior prediction,Fairness in Predictive Marketing: Auditing and Mitigating Demographic Bias in Machine Learning for Customer Targeting
random forest classifiers,augments,customer subscription behavior prediction,Fairness in Predictive Marketing: Auditing and Mitigating Demographic Bias in Machine Learning for Customer Targeting
reweighing strategy,improves,fairness in marketing models,Fairness in Predictive Marketing: Auditing and Mitigating Demographic Bias in Machine Learning for Customer Targeting
threshold adjustment strategy,improves,fairness in marketing models,Fairness in Predictive Marketing: Auditing and Mitigating Demographic Bias in Machine Learning for Customer Targeting
feature exclusion strategy,improves,fairness in marketing models,Fairness in Predictive Marketing: Auditing and Mitigating Demographic Bias in Machine Learning for Customer Targeting
